t,x,y,z,yaw
1788515953.968524,0.050200,-0.030848,0.000000,0.002429
1788515954.031920,0.050487,-0.030871,0.000000,0.002081
1788515954.102389,0.050123,-0.030834,0.000000,0.002081
1788515954.167164,0.049789,-0.031569,0.000000,0.002081
1788515954.234863,0.050207,-0.030722,0.000000,0.002081
1788515954.302574,0.050141,-0.030451,0.000000,0.002081
1788515954.365965,0.050278,-0.030402,0.000000,0.002081
1788515954.433810,0.050507,-0.030026,0.000000,0.002081
1788515954.501255,0.050775,-0.029994,0.000000,0.002081
1788515954.568842,0.050444,-0.030809,0.000000,0.002131
1788515954.632662,0.051101,-0.030414,0.000000,0.001852
1788515954.699954,0.050698,-0.030594,0.000000,0.001852
1788515954.767611,0.050810,-0.029917,0.000000,0.001852
1788515954.835439,0.050921,-0.030463,0.000000,0.001852
1788515954.898960,0.051414,-0.029957,0.000000,0.001852
1788515954.966783,0.051116,-0.029805,0.000000,0.001852
1788515955.036320,0.051300,-0.030163,0.000000,0.001852
1788515955.097779,0.051224,-0.029979,0.000000,0.001852
1788515955.165238,0.051393,-0.030012,0.000000,0.002372
1788515955.232818,0.051553,-0.030395,0.000000,0.002310
1788515955.296506,0.051223,-0.029935,0.000000,0.001603
1788515955.365061,0.051540,-0.029653,0.000000,0.001603
1788515955.432009,0.051510,-0.029809,0.000000,0.002314
1788515955.499324,0.051513,-0.029891,0.000000,0.001945
1788515955.566780,0.051794,-0.029940,0.000000,0.001945
1788515955.631695,0.052185,-0.029826,0.000000,0.001223
1788515955.699164,0.051648,-0.029895,0.000000,0.001410
1788515955.772145,0.051640,-0.029974,0.000000,0.001410
1788515955.829096,0.051714,-0.029713,0.000000,0.001181
1788515955.898224,0.051889,-0.029263,0.000000,0.001628
1788515955.964604,0.051749,-0.029338,0.000000,0.002244
1788515956.033196,0.051797,-0.029248,0.000000,0.001862
1788515956.100125,0.051730,-0.029383,0.000000,0.001687
1788515956.163102,0.052191,-0.029475,0.000000,0.001466
1788515956.233653,0.052512,-0.029521,0.000000,0.002071
1788515956.299436,0.052192,-0.029352,0.000000,0.002071
1788515956.366164,0.052377,-0.030741,0.000000,0.001971
1788515956.429765,0.052577,-0.030190,0.000000,0.001872
1788515956.499033,0.053236,-0.030138,0.000000,0.001872
1788515956.565517,0.052938,-0.030022,0.000000,0.001610
1788515956.633207,0.052954,-0.029778,0.000000,0.001416
1788515956.696099,0.053123,-0.029869,0.000000,0.001416
1788515956.763856,0.053065,-0.029523,0.000000,0.001770
1788515956.831485,0.052454,-0.030319,0.000000,0.002131
1788515956.899016,0.052801,-0.030198,0.000000,0.002131
1788515956.963952,0.052816,-0.030344,0.000000,0.002164
1788515957.030522,0.053174,-0.029912,0.000000,0.001552
1788515957.097811,0.052710,-0.029606,0.000000,0.001552
1788515957.165588,0.053292,-0.030652,0.000000,0.001372
1788515957.228926,0.052930,-0.029997,0.000000,0.001519
1788515957.296618,0.053208,-0.029701,0.000000,0.001519
1788515957.365866,0.053147,-0.028925,0.000000,0.001543
1788515957.427624,0.052916,-0.029463,0.000000,0.002147
1788515957.495208,0.053071,-0.029112,0.000000,0.002147
1788515957.562929,0.052998,-0.029163,0.000000,0.001536
1788515957.630690,0.053284,-0.028756,0.000000,0.001594
1788515957.694783,0.053171,-0.028650,0.000000,0.001594
1788515957.762484,0.052660,-0.029077,0.000000,0.001580
1788515957.829569,0.053035,-0.028584,0.000000,0.002046
1788515957.898482,0.051984,-0.028981,0.000000,0.002046
1788515957.960684,0.052371,-0.028644,0.000000,0.002285
1788515958.028156,0.052556,-0.028375,0.000000,0.002285
1788515958.095682,0.053021,-0.028586,0.000000,0.002285
1788515958.163500,0.052834,-0.028775,0.000000,0.002285
1788515958.226834,0.052983,-0.029564,0.000000,0.002304
1788515958.294781,0.053019,-0.029050,0.000000,0.002304
1788515958.362463,0.053359,-0.029595,0.000000,0.002189
1788515958.430351,0.052614,-0.029527,0.000000,0.001942
1788515958.493531,0.052843,-0.029532,0.000000,0.001942
1788515958.561928,0.053488,-0.028994,0.000000,0.001970
1788515958.629033,0.053143,-0.029071,0.000000,0.001602
1788515958.696516,0.053046,-0.029487,0.000000,0.001602
1788515958.763943,0.052763,-0.029760,0.000000,0.001602
1788515958.827621,0.053498,-0.029295,0.000000,0.001602
1788515958.895175,0.053951,-0.029624,0.000000,0.001602
1788515958.964267,0.053847,-0.029613,0.000000,0.001602
1788515959.030301,0.054505,-0.029178,0.000000,0.001602
1788515959.093703,0.054414,-0.029432,0.000000,0.001602
1788515959.161911,0.054242,-0.028965,0.000000,0.001602
1788515959.229186,0.054029,-0.029172,0.000000,0.002167
1788515959.296793,0.053935,-0.029266,0.000000,0.002167
1788515959.360366,0.053607,-0.029269,0.000000,0.001812
1788515959.428303,0.053893,-0.029654,0.000000,0.002079
1788515959.496390,0.053826,-0.029294,0.000000,0.002079
1788515959.559016,0.053703,-0.029224,0.000000,0.001448
1788515959.626698,0.053992,-0.028908,0.000000,0.001680
1788515959.694331,0.053811,-0.029311,0.000000,0.002013
1788515959.762008,0.053683,-0.029516,0.000000,0.001993
1788515959.825418,0.054041,-0.028776,0.000000,0.001695
1788515959.893068,0.054009,-0.029228,0.000000,0.001695
1788515959.963263,0.053842,-0.028830,0.000000,0.001901
1788515960.025027,0.053951,-0.028927,0.000000,0.001992
1788515960.092183,0.053917,-0.028996,0.000000,0.001664
1788515960.159708,0.053824,-0.029027,0.000000,0.002061
1788515960.227549,0.053260,-0.028531,0.000000,0.001866
1788515960.290604,0.053780,-0.028565,0.000000,0.001377
1788515960.358139,0.053612,-0.028429,0.000000,0.002150
1788515960.425829,0.053939,-0.028269,0.000000,0.001577
1788515960.493813,0.054225,-0.028314,0.000000,0.002407
1788515960.561242,0.053929,-0.028919,0.000000,0.001944
1788515960.626406,0.054162,-0.028845,0.000000,0.001982
1788515960.692244,0.054290,-0.028710,0.000000,0.001301
1788515960.759937,0.053502,-0.029160,0.000000,0.002539
1788515960.827746,0.053315,-0.028774,0.000000,0.001628
1788515960.891057,0.053207,-0.028923,0.000000,0.002675
1788515960.958665,0.052747,-0.028611,0.000000,0.002019
1788515961.026321,0.053131,-0.029237,0.000000,0.001907
1788515961.094174,0.052950,-0.029382,0.000000,0.001907
1788515961.157773,0.052466,-0.028723,0.000000,0.001907
1788515961.225636,0.052116,-0.028160,0.000000,0.001058
1788515961.293266,0.052347,-0.028817,0.000000,0.002049
1788515961.356324,0.052413,-0.028867,0.000000,0.001662
1788515961.424025,0.052608,-0.029089,0.000000,0.001662
1788515961.491763,0.052168,-0.028968,0.000000,0.001662
1788515961.564882,0.052136,-0.029028,0.000000,0.001628
1788515961.627502,0.052009,-0.028768,0.000000,0.001928
1788515961.696179,0.052068,-0.028758,0.000000,0.001714
1788515961.759858,0.051922,-0.028652,0.000000,0.001838
1788515961.821963,0.052201,-0.028964,0.000000,0.001579
1788515961.889363,0.052091,-0.028951,0.000000,0.001380
1788515961.956686,0.052437,-0.028794,0.000000,0.001345
1788515962.024478,0.052410,-0.029000,0.000000,0.001477
1788515962.092130,0.052094,-0.029935,0.000000,0.002243
1788515962.156124,0.052388,-0.029218,0.000000,0.001567
1788515962.223016,0.052659,-0.029211,0.000000,0.001297
1788515962.291137,0.052471,-0.028909,0.000000,0.001746
1788515962.359091,0.052520,-0.028889,0.000000,0.002297
1788515962.421742,0.052288,-0.028762,0.000000,0.002737
1788515962.489585,0.052388,-0.028626,0.000000,0.002737
1788515962.557240,0.052372,-0.028369,0.000000,0.002737
1788515962.624861,0.052386,-0.029125,0.000000,0.002737
1788515962.688261,0.052005,-0.028605,0.000000,0.002737
1788515962.756171,0.052103,-0.028327,0.000000,0.002737
1788515962.823610,0.052820,-0.028167,0.000000,0.001999
1788515962.886954,0.052510,-0.028724,0.000000,0.002015
1788515962.954824,0.052474,-0.028175,0.000000,0.001855
1788515963.022259,0.052245,-0.029095,0.000000,0.001696
1788515963.090216,0.052550,-0.028953,0.000000,0.002486
1788515963.153755,0.053047,-0.028644,0.000000,0.001379
1788515963.220953,0.053464,-0.028465,0.000000,0.001379
1788515963.288733,0.053156,-0.028148,0.000000,0.001379
1788515963.352651,0.053772,-0.027814,0.000000,0.001379
1788515963.420089,0.054257,-0.027845,0.000000,0.001379
1788515963.487462,0.053820,-0.028578,0.000000,0.002153
1788515963.555231,0.053928,-0.028244,0.000000,0.001579
1788515963.618642,0.053850,-0.028815,0.000000,0.001757
1788515963.686493,0.054098,-0.028760,0.000000,0.002075
1788515963.753960,0.053330,-0.028973,0.000000,0.002044
1788515963.821677,0.053248,-0.028747,0.000000,0.002104
1788515963.884960,0.053670,-0.028953,0.000000,0.002317
1788515963.952596,0.053528,-0.029107,0.000000,0.002286
