t,x,y,z,yaw
1788515970.495330,0.214021,0.153472,0.000000,-0.083926
1788515970.562743,0.210742,0.151122,0.000000,-0.086510
1788515970.630301,0.206727,0.149986,0.000000,-0.088748
1788515970.694204,0.205217,0.149243,0.000000,-0.090790
1788515970.761793,0.204640,0.148033,0.000000,-0.092214
1788515970.829005,0.203540,0.147841,0.000000,-0.093638
1788515970.896711,0.203833,0.145635,0.000000,-0.094882
1788515970.959825,0.203799,0.144466,0.000000,-0.096174
1788515971.028023,0.203971,0.142561,0.000000,-0.095082
1788515971.096030,0.205744,0.139780,0.000000,-0.093255
1788515971.162770,0.207488,0.137041,0.000000,-0.094347
1788515971.226316,0.209328,0.134601,0.000000,-0.097022
1788515971.294000,0.212598,0.130628,0.000000,-0.098913
1788515971.361826,0.214148,0.125422,0.000000,-0.099401
1788515971.430666,0.217286,0.122417,0.000000,-0.098020
1788515971.493691,0.221338,0.118758,0.000000,-0.095152
1788515971.560571,0.226666,0.115461,0.000000,-0.091185
1788515971.627771,0.231384,0.112913,0.000000,-0.090149
1788515971.696110,0.236615,0.110539,0.000000,-0.089058
1788515971.759512,0.242992,0.109168,0.000000,-0.088367
1788515971.827145,0.250618,0.107724,0.000000,-0.088367
1788515971.894914,0.257230,0.107470,0.000000,-0.087769
1788515971.961952,0.263907,0.107104,0.000000,-0.088746
1788515972.026257,0.272141,0.106162,0.000000,-0.087900
1788515972.093029,0.279756,0.105385,0.000000,-0.087302
1788515972.161131,0.288439,0.103338,0.000000,-0.086957
1788515972.228584,0.296296,0.100958,0.000000,-0.085130
1788515972.296067,0.304336,0.100817,0.000000,-0.086421
1788515972.360126,0.310920,0.097352,0.000000,-0.085177
1788515972.427143,0.317298,0.096799,0.000000,-0.085177
1788515972.494712,0.324143,0.094357,0.000000,-0.085775
1788515972.562363,0.330880,0.093660,0.000000,-0.086120
1788515972.630443,0.335875,0.091113,0.000000,-0.084293
1788515972.693408,0.341857,0.088913,0.000000,-0.080371
1788515972.763422,0.346596,0.087873,0.000000,-0.076767
1788515972.828926,0.351032,0.086200,0.000000,-0.074529
1788515972.896530,0.356463,0.085624,0.000000,-0.073931
1788515972.960645,0.359030,0.085714,0.000000,-0.076003
1788515973.028546,0.361469,0.086094,0.000000,-0.079167
1788515973.095344,0.362461,0.084797,0.000000,-0.077623
1788515973.162832,0.363219,0.084370,0.000000,-0.076331
1788515973.226316,0.363076,0.084075,0.000000,-0.072549
1788515973.294103,0.361733,0.082613,0.000000,-0.068391
1788515973.361647,0.359446,0.081535,0.000000,-0.063620
1788515973.429384,0.356357,0.078772,0.000000,-0.058949
1788515973.497780,0.352724,0.077531,0.000000,-0.050641
1788515973.561797,0.349357,0.074507,0.000000,-0.041805
1788515973.629618,0.345382,0.070694,0.000000,-0.033722
1788515973.695784,0.341351,0.066314,0.000000,-0.029260
1788515973.759231,0.336488,0.060866,0.000000,-0.031774
1788515973.827428,0.331107,0.054656,0.000000,-0.040644
1788515973.894545,0.326018,0.048729,0.000000,-0.054105
1788515973.962382,0.321606,0.045801,0.000000,-0.067370
1788515974.025936,0.316505,0.043312,0.000000,-0.077577
1788515974.093505,0.309194,0.044247,0.000000,-0.085382
1788515974.161218,0.303282,0.045466,0.000000,-0.087824
1788515974.224519,0.297570,0.050782,0.000000,-0.086627
1788515974.292167,0.293365,0.057602,0.000000,-0.080280
1788515974.359604,0.290004,0.066087,0.000000,-0.070484
1788515974.423750,0.287450,0.075328,0.000000,-0.062401
1788515974.492136,0.284835,0.083669,0.000000,-0.052734
1788515974.560608,0.282410,0.090484,0.000000,-0.044800
